,fldName,fldDescriptionHeading,fldDescriptionText,fldNpdidField,fldDescriptionDateUpdated,DatesyncNPD
561,TRYM,Reservoir,Trym produces gas and condensate from Middle Jurassic sandstone of the Sandnes Formation. The reservoir is at a depth of 3400 metres and has good quality.,18081500,09.12.2023,02.04.2024
562,TRYM,Recovery strategy,"The field is produced by pressure depletion. A low-pressure project was started in 2017 and is expected to accelerate production, thus increasing final recovery.",18081500,28.02.2023,02.04.2024
563,TRYM,Transport,The well stream is processed on the Harald facility for further transport through the Danish pipeline system via the Tyra field.,18081500,28.02.2023,02.04.2024
564,TRYM,Status,"The production from Trym has been temporarily shut-in since September 2019, due to a major redevelopment project on the Tyra field in the Danish sector. Trym production is expected to restart in 2024, once the Tyra project is completed.",18081500,28.02.2023,02.04.2024
565,TUNE,Development,"Tune is a field in the northern part of the North Sea, ten kilometres west of the Oseberg field. The water depth is 95 metres. Tune was discovered in 1995, and the plan for development and operation (PDO) was approved in 1999. The field has been developed with a subsea template and a satellite well tied to the Oseberg Field Centre. Production started in 2002. A PDO exemption was granted for the development of the northern part of the field in 2004. A similar exemption was granted for the southern part of the field in 2005.",853376,28.02.2023,02.04.2024
566,TUNE,Recovery strategy,The field is produced by pressure depletion. Low-pressure production has been implemented.,853376,28.02.2023,02.04.2024
567,TUNE,Transport,"The well stream from Tune is transported in pipelines to the Oseberg Field Centre, where the condensate is separated and transported to the Sture terminal through the Oseberg Transport System (OTS). Gas from Tune is injected in the Oseberg field, while the licensees can export a corresponding volume of sales gas from Oseberg.",853376,28.02.2023,02.04.2024
568,TUNE,Status,The Tune field is in its tail production phase and produces cyclically. The main challenges for Tune are old infrastructure and low reservoir pressure. There has been no production since mid-2022 due to well integrity issues.,853376,14.12.2023,02.04.2024
569,TUNE,Reservoir,Tune produces gas and some condensate mainly from Middle Jurassic sandstone in the Tarbert Formation (Brent Group). The reservoir is at a depth of 3400 metres and divided into several inclined fault blocks . Another reservoir is in the underlying Statfjord Formation.,853376,14.12.2023,02.04.2024
570,TYRIHANS,Transport,"The well stream is sent to the Kristin platform for processing. Gas is exported from Kristin via the Åsgard Transport System (ÅTS) to the Kårstø terminal, while oil and condensate are transported by pipeline to the storage ship Åsgard C for export on shuttle tankers.",3960848,28.02.2023,02.04.2024
571,TYRIHANS,Status,"Work is ongoing to optimise gas production by converting gas injection wells and oil producers to gas production wells. At the same time, new wells are being evaluated to further develop oil production from the Ile Formation.",3960848,14.12.2023,02.04.2024
572,TYRIHANS,Recovery strategy,Tyrihans has earlier been produced with pressure support by water and gas injection. The main recovery strategy now is pressure depletion and gas cap expansion.,3960848,28.02.2023,02.04.2024
573,TYRIHANS,Reservoir,Tyrihans produces oil and gas from two deposits: Tyrihans South and Tyrihans North. Tyrihans South has an oil column with a condensate-rich gas cap. Tyrihans North contains gas and condensate with a thin oil zone. The main reservoir in both deposits is in the Middle Jurassic Garn Formation at a depth of 3500 metres. The reservoirs are homogenous and of good quality. Oil is also produced from reservoirs in the Middle Jurassic Ile Formation.,3960848,14.12.2023,02.04.2024
574,TYRIHANS,Development,"Tyrihans is a field in the Norwegian Sea, 25 kilometres southeast of the Åsgard field. The water depth is 270 metres. Tyrihans was discovered in 1983, and the plan for development and operation (PDO) was approved in 2006. The field is developed with five subsea templates tied-back to the Kristin platform, four templates for production and gas injection and one template for seawater injection. Gas for injection and gas lift is supplied from the Åsgard B platform. The production started in 2009.",3960848,14.12.2023,02.04.2024
575,TYRVING,Reservoir,"The reservoirs contain oil in sandstone of Paleocene age in the Heimdal Formation, at depths of 2140 and 2180 metres. The reservoir properties are excellent.",42002471,09.12.2023,02.04.2024
576,TYRVING,Recovery strategy,The drainage strategy is pressure depletion with aquifer support. ,42002471,09.06.2023,02.04.2024
577,TYRVING,Development,"Tyrving is a field in the central North Sea, 20 kilometres east of the Alvheim field. Tyrving consists of two discoveries, Trine and Trell, five kilometres apart. The water depth is 120 metres. The discoveries will be developed together, and the plan for development and operation (PDO) was approved in June 2023. The development concept includes two multilateral wells, one in each discovery, tied-back to the Alvheim FPSO.",42002471,18.01.2024,02.04.2024
578,TYRVING,Transport,"The well stream will be routed by pipeline to the Alvheim FPSO, where the oil is offloaded to shuttle tankers. The gas will be transported by pipeline from Alvheim to the Scottish Area Gas Evacuation (SAGE) pipeline in the UK sector.",42002471,09.12.2023,02.04.2024
579,TYRVING,Status,"The field is under development, and production is planned to start in 2025. If profitable resources are proven in the Trell North prospect, there could be a third well.",42002471,13.06.2023,02.04.2024
580,ULA,Recovery strategy,"Oil was initially recovered by pressure depletion, but after some years water injection was implemented to improve recovery. Water alternating gas injection (WAG) started in 1998. The WAG program has been extended with gas from the tied-in Tambar, Blane and Oda fields. Gas lift is used in some of the wells.",43800,28.02.2023,02.04.2024
581,ULA,Reservoir,Ula produces oil mainly from sandstone in the Upper Jurassic Ula Formation. The reservoir is at a depth of 3345 metres and consists of three units. There is also production from part of the underlying Triassic reservoir at a depth of 3450 metres. This is a tight sandstone reservoir with low effective permeability.,43800,09.12.2023,02.04.2024
582,ULA,Transport,The oil is transported by pipeline via the Ekofisk field to Teesside in the UK. All gas is reinjected into the reservoir to increase oil recovery.,43800,28.02.2023,02.04.2024
583,ULA,Status,The current estimated reserves on Ula are more than three times higher than the original PDO estimates. All oil production from Ula is dependent on Enhanced Oil Recovery (EOR) measures. The positive effect of WAG injection resulted in the drilling of more WAG wells. Gas supply for WAG is currently challenging and production is declining.,43800,28.02.2023,02.04.2024
584,ULA,Development,"Ula is a field in the southern part of the Norwegian sector in the North Sea. The water depth is 70 metres. Ula was discovered in 1976, and the plan for development and operation (PDO) was approved in 1980. The development consists of three facilities for production, drilling and accommodation, which are connected by bridges. The production started in 1986. The gas capacity at Ula was upgraded in 2008 with a new gas processing and gas injection module (UGU) that doubled the capacity. A PDO exemption for the Triassic reservoir was granted in 2015. Ula is the processing facility for the Tambar, Blane and Oda fields.",43800,13.12.2023,02.04.2024
585,URD,Recovery strategy,The field is produced by water injection and gas lift.,2834734,28.02.2023,02.04.2024
586,URD,Transport,"The well stream is processed on the Norne FPSO, and the oil is offloaded to shuttle tankers together with oil from the Norne field. The gas is sent from Norne to Åsgard, and then exported via the Åsgard Transport System (ÅTS) to the Kårstø terminal.",2834734,28.02.2023,02.04.2024
587,URD,Development,"Urd is a field in the Norwegian Sea, five kilometres northeast of the Norne field. The water depth is 380 metres. Urd was discovered in 2000, and the plan for development and operation (PDO) was approved in 2004. The field has three deposits: Svale, Svale North and Stær. The Urd field has been developed with subsea templates tied-back to the Norne production, storage and offloading vessel (FPSO). The production started in 2005 from Svale, from Stær in 2006 and from Svale North in 2016.",2834734,14.12.2023,02.04.2024
588,URD,Reservoir,"Urd produces oil from Lower to Middle Jurassic sandstone in the Åre, Tilje and Ile Formations. The field is structurally complex and segmented. The reservoirs are at depths of 1800-2300 metres and have moderate to good quality.",2834734,14.12.2023,02.04.2024
589,URD,Status,"Challenges for Urd are poor pressure support, increasing water cut, problems with the well stream (slugging and sand production) and failure of subsea/well equipment. A sidetrack of an existing producer was drilled in 2023.",2834734,14.12.2023,02.04.2024
590,UTGARD,Transport,The well stream from the Utgard field is processed at the Sleipner T facility. The sales gas is exported via Gassled (Area D). The unstable oil is transported by pipeline via Sleipner A to the Kårstø terminal for further processing and export.,28975098,28.02.2023,02.04.2024
591,UTGARD,Status,"The production has been on decline due to early water breakthrough. Currently, only the well in the eastern segment is producing while the well in the western segment is watered out. It is planned to sidetrack both wells in 2023/2024 to increase recovery from the field.",28975098,14.12.2023,02.04.2024
592,UTGARD,Recovery strategy,Utgard is produced by pressure depletion.,28975098,28.02.2023,02.04.2024
593,UTGARD,Reservoir,Utgard produces gas with high CO2 content and some condensate mainly from sandstone of Middle Jurassic age in the Hugin Formation. Minor hydrocarbon volumes occur in the Sleipner Formation. The field consists of two main segments (west and east) which are in pressure communication via the aquifer. The main reservoirs are at a depth of 3700 metres.,28975098,14.12.2023,02.04.2024
594,UTGARD,Development,"Utgard is a field in the central part of the Norwegian sector in the North Sea, straddling the boundary between Norway and the UK. The Norwegian share of the field is 62 per cent. Utgard is located 20 kilometres west of the Sleipner area. The water depth is 110-120 metres. The field was discovered in 1982 and the plan for development and operation (PDO) was approved in 2017. The development concept is a 4-slot subsea template with two wells tied-back to the Sleipner T facility for processing and reduction of the CO2 level in the gas. The subsea template is located in the Norwegian sector. The production started in 2019.",28975098,14.12.2023,02.04.2024
595,VALE,Transport,The well stream from Vale was routed to Heimdal for processing and export. Gas was exported via Vesterled to St Fergus in the UK. Condensate was transported by pipeline to the Brae field in the UK sector and further to Cruden Bay.,1578893,29.09.2023,02.04.2024
596,VALE,Reservoir,Vale produced gas and condensate from Middle Jurassic sandstone in the Brent Group. The reservoir is at a depth of 3700 metres and has low permeability.,1578893,09.12.2023,02.04.2024
597,VALE,Development,"Vale is a field in the central part of the North Sea, 16 kilometres north of the Heimdal field. The water depth is 115 metres. Vale was discovered in 1991, and the plan for development and operation (PDO) was approved in 2001. The field was developed with a subsea template including one horizontal production well with a single side track, tied-back to the Heimdal facility. The production started in 2002.",1578893,09.12.2023,02.04.2024
598,VALE,Status,Vale was shut down in September 2023. Decommissioning of the subsea template must be completed by the end of 2028.,1578893,09.12.2023,02.04.2024
599,VALE,Recovery strategy,The field was produced by pressure depletion.,1578893,29.09.2023,02.04.2024
600,VALEMON,Recovery strategy,The field is produced by pressure depletion.,20460969,28.02.2023,02.04.2024
601,VALEMON,Reservoir,Valemon produces gas and condensate from Lower Jurassic sandstone in the Cook Formation and Middle Jurassic sandstone in the Brent Group. The deposit has a complex structure with many fault blocks. The reservoirs are at depths of 3900-4200 metres and have high temperature and high pressure (HTHP).,20460969,14.12.2023,02.04.2024
602,VALEMON,Development,"Valemon is a field in the northern part of the North Sea, just west of the Kvitebjørn field. The water depth is 135 metres. Valemon was discovered in 1985, and the plan for development and operation (PDO) was approved in 2011. The field is developed with a fixed production platform with a simplified separation process design. The platform is remotely controlled from an operations centre onshore. The production started in 2015.",20460969,14.12.2023,02.04.2024
603,VALEMON,Transport,"The wellstream is transported to Kvitebjørn for processing. Rich gas is transported through the Kvitebjørn Gas Pipeline to the Kollsnes terminal, while condensate is transported in a pipeline tied to the Troll Oil Pipeline II and further to the Mongstad terminal. Until mid-2023, the gas was exported to Heimdal.",20460969,14.12.2023,02.04.2024
604,VALEMON,Status,"Due to production experience and rapid pressure decline in the reservoirs, the estimated recoverable volumes have been significantly reduced since the PDO. The second drilling campaign including four new production wells started in 2021, and the last of the wells came on stream in mid-2023. The production contribution from the new wells is below expectations. After closing of the Heimdal facility  in 2023, permanent rerouting of the Valemon gas export via Kvitebjørn to the Kollsnes terminal was initiated.",20460969,14.12.2023,02.04.2024
605,VALHALL,Development,"Valhall is a field in the southern part of the Norwegian sector in the North Sea. The water depth is 70 metres. Valhall was discovered in 1975, and the initial plan for development and operation (PDO) was approved in 1977. The field was originally developed with three facilities for accommodation (QP), drilling (DP), and processing and compression (PCP). The production started in 1982. A PDO for a wellhead facility (WP) was approved in 1995 and for a water injection platform (IP) in 2000. Bridges connect the platforms. A PDO for two wellhead platforms on the northern and southern flanks was approved in 2001. A PDO for Valhall Redevelopment was approved in 2007. The plan included an accommodation and processing platform (PH) to replace aging facilities on the field. The PH-platform is supplied with power from shore. A PDO for Valhall Flank West which included a normally unmanned wellhead platform was approved in 2018, and the production started in 2019. An amended PDO for a new production and wellhead platform (PWP) was approved in June 2023.",43548,14.12.2023,02.04.2024
606,VALHALL,Reservoir,Valhall produces oil from chalk in the Upper Cretaceous Hod and Tor Formations. The reservoir depth is 2400 metres. The Tor Formation chalk is fine-grained and has good reservoir quality. Considerable fracturing allows oil and water to flow more easily than in the underlying Hod Formation.,43548,14.12.2023,02.04.2024
607,VALHALL,Recovery strategy,The field was initially produced with pressure depletion and compaction drive. Water injection in the centre of the field started in 2004. Chalk compaction as a result of pressure depletion and water weakening has led to seabed subsidence. Gas lift is used to optimise production in most of the production wells.,43548,28.02.2023,02.04.2024
608,VALHALL,Transport,Oil and NGL (Natural Gas Liquids) are routed via pipeline to the Ekofisk field and further to Teesside in the UK. Gas is sent via Norpipe to Emden in Germany.,43548,28.02.2023,02.04.2024
609,VALHALL,Status,"The Valhall field has produced more than one billion barrels of oil equivalents, which is three times more than the original PDO estimate. New completion technology to increase recovery from the tight chalk reservoir is implemented in a new producer drilled on the northern flank of Valhall. Drilling of new wells will continue in the foreseeable future. Decommissioning of the QP, PCP and DP facilities must be completed by the end of 2026. Start-up of production from the new platform (PWP) is expected for 2027.",43548,14.12.2023,02.04.2024
610,VARG,Transport,Oil was off-loaded from the production vessel onto tankers. All gas was reinjected until gas export started in 2014. A pipeline was installed between the Varg and Rev fields to export the gas to the UK via the Central Area Transmission System (CATS).,43451,28.02.2023,02.04.2024
611,VARG,Status,"The decommissioning plan for Varg was approved in 2001. The plan then was to produce until summer 2002, but measures implemented on the field prolonged its lifetime. A new decommissioning plan was submitted in 2015. Varg was shut down in 2016, and the facility was removed in 2018.",43451,09.12.2023,02.04.2024
612,VARG,Recovery strategy,The field was produced with pressure maintenance using water and gas injection. The smaller structures were produced by pressure depletion. All wells were produced with gas lift.,43451,28.02.2023,02.04.2024
613,VARG,Reservoir,Varg produced oil mainly from Upper Jurassic sandstone in the Ula Formation. The reservoir is at a depth of about 2700 metres. The structure is segmented and includes several isolated compartments with varying reservoir properties.,43451,09.12.2023,02.04.2024
614,VARG,Development,"Varg is a field in the central part of the North Sea, south of the Sleipner Øst field. The water depth is 85 metres. Varg was discovered in 1984, and the plan for development and operation (PDO) was approved in 1996. The field was developed with a production vessel, Petrojarl Varg, which had integrated oil storage and was connected to the wellhead facility Varg A. The production started in 1998.",43451,09.12.2023,02.04.2024
615,VEGA,Reservoir,"Vega produces gas and condensate from Middle Jurassic shallow marine sandstone in the Brent Group. Vega Sør additionally has an oil zone overlying the gas/condensate deposit. The reservoirs are at a depth of 3500 metres, and the quality varies from poor to medium across the field.",4467595,09.12.2023,02.04.2024
616,VEGA,Status,The production from Vega is currently limited by the gas production capacity rights at Gjøa platform.,4467595,13.12.2023,02.04.2024
617,VEGA,Recovery strategy,The field is produced by pressure depletion.,4467595,28.02.2023,02.04.2024
618,VEGA,Transport,The well stream is sent to the Gjøa field for processing. Oil and condensate are transported from Gjøa to the Troll Oil Pipeline II for further transport to the Mongstad terminal. The rich gas is exported to the Far North Liquids and Associated Gas System (FLAGS) on the British continental shelf for further transport to St Fergus in the UK.,4467595,28.02.2023,02.04.2024
619,VEGA,Development,"Vega is a field in the northern part of the North Sea, 30 kilometres west of the Gjøa field. The water depth is 370 metres. Vega was discovered in 1981. The field consists of three separate structures: Vega Nord, Vega Sentral and Vega Sør. The plan for development and operation (PDO) for Vega Nord and Vega Sentral was approved in 2007. In 2011, the field was unitised with Vega Sør. The field has been developed with three 4-slot subsea templates, one on each structure. They are tied to the processing facility on the Gjøa platform. A total of nine production wells have been drilled. The production started in 2010.",4467595,13.12.2023,02.04.2024
620,VERDANDE,Development,"Verdande is a field in the Norwegian Sea, 10 kilometres north of the Norne field. The water depth is 380 metres. Verdande was discovered in 2017, and the plan for development and operation (PDO) was approved in June 2023. The development concept includes a subsea template with three production wells tied-back to the Norne floating production, storage and offloading vessel (FPSO).",42002481,09.12.2023,02.04.2024
621,VERDANDE,Transport,The gas will be exported via the Åsgard Transport System (ÅTS) to the terminal at Kårstø. Oil and condensate will be offloaded from the Norne FPSO to shuttle tankers.,42002481,09.12.2023,02.04.2024
622,VERDANDE,Status,"The field is under development, and the production is planned to start in 2025.",42002481,09.12.2023,02.04.2024
623,VERDANDE,Reservoir,The reservoir contains oil and gas in sandstone of Early Cretaceous age in the Lange Formation. It is at a depth of about 3000 metres and has good quality.,42002481,09.12.2023,02.04.2024
624,VERDANDE,Recovery strategy,The field will be produced by pressure depletion.,42002481,23.08.2023,02.04.2024
625,VESLEFRIKK,Reservoir,"Veslefrikk produced oil and some gas from Jurassic sandstone in the Statfjord, Dunlin and Brent Groups. The main reservoir was in the Brent Group. The reservoir depths are between 2800 and 3200 metres.",43618,28.02.2023,02.04.2024
626,VESLEFRIKK,Development,"Veslefrikk is a field in the northern part of the North Sea, 30 kilometres north of the Oseberg field. The water depth is 185 metres. Veslefrikk was discovered in 1981, and the plan for development and operation (PDO) was approved in 1987. The field was developed with two facilities, Veslefrikk A and Veslefrikk B. Veslefrikk A is a fixed steel wellhead facility with bridge connection to Veslefrikk B. Veslefrikk B is a semi-submersible facility for processing and accommodation. The production started in 1989. In 1994, PDOs were approved for the Statfjord reservoir and for the reservoirs in the Upper Brent and I-segment. PDO exemptions were granted for the development of several discoveries in the years 1994-2002.",43618,09.12.2023,02.04.2024
627,VESLEFRIKK,Status,"Veslefrikk was shut down in 2022, and Veslefrikk B was removed from the field. Decommissioning must be completed by the end of 2027.",43618,09.12.2023,02.04.2024
628,VESLEFRIKK,Recovery strategy,Veslefrikk had earlier been produced with pressure support from water alternating gas injection (WAG) in the Brent and Dunlin reservoirs and with gas recycling in the Statfjord reservoir. The field was subsequently produced by depletion until shut-in.,43618,28.02.2023,02.04.2024
629,VESLEFRIKK,Transport,The oil was exported via the Oseberg Transport System (OTS) to the Sture terminal. The gas was exported through Statpipe to the Kårstø terminal.,43618,28.02.2023,02.04.2024
630,VEST EKOFISK,Status,"Vest Ekofisk was shut down in 1998, and the facility was removed in 2012. The field is currently being evaluated for redevelopment in combination with other decommissioned fields in the area.",43513,09.12.2023,02.04.2024
631,VEST EKOFISK,Reservoir,Vest Ekofisk produced oil and gas from fractured chalk of Late Cretaceous age in the Tor Formation and of early Paleocene age in the Ekofisk Formation. The reservoir is at a depth of 3200 metres above a salt dome.,43513,09.12.2023,02.04.2024
632,VEST EKOFISK,Recovery strategy,The field was produced by pressure depletion.,43513,28.02.2023,02.04.2024
633,VEST EKOFISK,Development,"Vest Ekofisk is a field in the southern part of the Norwegian sector in the North Sea, five kilometres west of the Ekofisk field. The water depth is 70 metres. Vest Ekofisk was discovered in 1970, and the plan for development and operation (PDO) was approved in 1973. The field was developed with a combined drilling, production and living quarters facility. The production started in 1977. From 1994, the Vest Ekofisk 2/4 D facility was remotely controlled from Ekofisk 2/4 T.",43513,09.12.2023,02.04.2024
634,VEST EKOFISK,Transport,The well stream was transported via pipeline to the Ekofisk Complex for further export to Emden in Germany and Teesside in the UK.,43513,28.02.2023,02.04.2024
635,VIGDIS,Reservoir,"Vigdis produces oil from sandstone in several structures. The reservoirs in Vigdis Brent and Lomre are in the Middle Jurassic Brent Group, while the reservoirs in Vigdis Øst-Nordøst are in the Upper Triassic and Lower Jurassic Statfjord Group. The Borg Nordvest reservoir is in Upper Jurassic intra-Draupne sandstone. The reservoirs are at depths of 2200-2600 metres and have generally good quality.",43732,14.12.2023,02.04.2024
636,VIGDIS,Status,"The strategy on Vigdis is to maintain reservoir pressure by water injection, while maximising production capacity and regularity. A subsea booster pump for accelerated and improved recovery was installed in 2020. New infill wells are planned for the coming years, and 4D seismic acquired in 2021 may result in additional drilling targets. Expected production startup for the Lomre structure is 2024.",43732,14.12.2023,02.04.2024
637,VIGDIS,Development,"Vigdis is a field in the Tampen area in the northern part of the North Sea, between the Snorre, Statfjord and Gullfaks fields. The water depth is 280 metres. Vigdis was discovered in 1986, and the plan for development and operation (PDO) was approved in 1994. Vigdis comprises four structures: Vigdis Brent, Borg Nordvest, Vigdis Øst-Nordøst and Lomre. The Vigdis Brent structure includes several substructures. The field has been developed with seven subsea templates and two satellite wells connected to the Snorre A facility. The production started in 1997. Oil from Vigdis is processed in a dedicated processing module on Snorre A. Injection water is supplied from Snorre A and Statfjord C.  A PDO for Vigdis Extension, including the discovery 34/7-23 S and adjoining deposits, was approved in 2002. The PDO for Vigdis Nordøst was approved in 2011. A PDO exemption was granted for Lomre in 2022.",43732,14.12.2023,02.04.2024
638,VIGDIS,Transport,The well stream from Vigdis is routed to Snorre A through two flowlines. Stabilised oil is transported by pipeline from Snorre A to Gullfaks A for storage and export. All produced gas from Vigdis is reinjected into the Snorre reservoir.,43732,28.02.2023,02.04.2024
639,VIGDIS,Recovery strategy,The field is produced by pressure support using water injection. Some of the reservoirs are affected by pressure depletion on the Statfjord field.,43732,28.02.2023,02.04.2024
640,VILJE,Development,"Vilje is a field in the central part of the North Sea, 20 kilometres northeast of the Alvheim field. The water depth is 120 metres. Vilje was discovered in 2003, and the plan for development for operation (PDO) was approved in 2005. The field is developed with three horizontal subsea wells tied-back to the Alvheim production, storage and offloading vessel (FPSO). The production started in 2008. The Skogul field is tied-back to the Alvheim FPSO via the Vilje template.",3392471,13.12.2023,02.04.2024
641,VILJE,Reservoir,Vilje produces oil from turbidite sandstone of Paleocene age in the Heimdal Formation. The reservoir is in a fan system at a depth of 2150 metres and has good quality.,3392471,09.12.2023,02.04.2024
642,VILJE,Status,"The recoverable volume estimates are significantly higher than in the PDO. However, production from the field is steadily declining due to increasing water cut.",3392471,28.02.2023,02.04.2024
643,VILJE,Recovery strategy,The field is produced by natural water drive from the regional underlying Heimdal aquifer.,3392471,28.02.2023,02.04.2024
644,VILJE,Transport,"The well stream is routed by pipeline to the Alvheim FPSO, where the oil is offloaded to shuttle tankers. The gas is transported by pipeline from Alvheim to the Scottish Area Gas Evacuation (SAGE) pipeline in the UK sector.",3392471,28.02.2023,02.04.2024
645,VISUND,Recovery strategy,"The field is mainly produced by pressure depletion, and partly with pressure support from water injection. Gas has earlier also been injected in some segments, but increased gas export since 2015 has reduced gas available for injection. Gas injection was terminated in 2021.",43745,14.12.2023,02.04.2024
646,VISUND,Transport,"The oil is transported by pipeline to the Gullfaks A facility for storage and export via tankers. Gas is exported through the Kvitebjørn Gas Pipeline and on to the Kollsnes terminal, where the NGL is separated, and the dry gas is further exported to the market.",43745,28.02.2023,02.04.2024
647,VISUND,Development,"Visund is a field in the northern part of the North Sea, northeast of the Gullfaks field. The water depth is 335 metres. Visund was discovered in 1986, and the plan for development and operation (PDO) was approved in 1996. The field is developed with a semi-submersible, integrated accommodation, drilling and processing facility (Visund A) and a subsea facility in the northern part of the field. The production started in 1999. A PDO for the gas phase was approved in 2002 and gas export started in 2005. A PDO exemption was granted in 2013 for the deposits Rhea and Titan east on Visund. The subsea facility north on Visund was replaced in 2013 due to problems with the original template. In 2017, a PDO exemption was granted for another subsea template north on Visund.",43745,14.12.2023,02.04.2024
648,VISUND,Status,"The strategy for the Visund field is to maintain reservoir pressure within drilling limits and optimise oil recovery, while increasing gas exports. Oil production has been lower than expected in 2023 due to delays in drilling as well as technical problems with several of the existing wells. New production wells are being drilled continuously, some with exploration targets.",43745,14.12.2023,02.04.2024
649,VISUND,Reservoir,"Visund produces oil and gas from sandstone of Late Triassic and Early Jurassic age in the Lunde Formation and Statfjord Group, and of Middle Jurassic age in the Brent Group. The reservoirs are in several tilted fault blocks with varying pressure and liquid systems. The reservoirs are at depths of 2900-3000 metres. The reservoir quality is generally good in the main reservoirs.",43745,14.12.2023,02.04.2024
650,VISUND SØR,Status,The production started up again in September 2023 after a temporary shut-in due to low reservoir pressure and high water production. One new well was drilled in 2023 and is producing from the Statfjord reservoir. Start-up attempts have been made to get shut-in wells back to production.,20461008,14.12.2023,02.04.2024
651,VISUND SØR,Development,"Visund Sør is a field in the northern part of the North Sea, 10 kilometres northeast of the Gullfaks C platform. The water depth is 290 metres. Visund Sør was discovered in 2008, and the plan for development and operation (PDO) was approved in 2011. The field is developed with a subsea template tied to Gullfaks C. The production started in 2012.",20461008,14.12.2023,02.04.2024
652,VISUND SØR,Transport,The well stream is transported to Gullfaks C for processing and export.,20461008,28.02.2023,02.04.2024
653,VISUND SØR,Recovery strategy,The field is produced by pressure depletion.,20461008,28.02.2023,02.04.2024
654,VISUND SØR,Reservoir,Visund Sør produces oil and gas from sandstone in the Middle Jurassic Brent Group and the Upper Triassic Statfjord Group. The reservoir depth is 2800-2900 metres.,20461008,14.12.2023,02.04.2024
655,VOLUND,Recovery strategy,The field is produced with significant pressure support from the aquifer and with injection of produced water delivered from the Alvheim FPSO.,4380167,28.02.2023,02.04.2024
656,VOLUND,Reservoir,Volund produces oil from Paleocene sandstone in the Hermod Formation. The deposit is a unique injectite trap. The sand was remobilised in the early Eocene and injected into the overlying Balder Formation. The reservoir is at a depth of 2000 metres and has excellent quality.,4380167,09.12.2023,02.04.2024
657,VOLUND,Development,"Volund is a field in the North Sea, 10 kilometres south of the Alvheim field. The water depth is 120 metres. Volund was discovered in 1994, and the plan for development and operation (PDO) was approved in 2007. The field was developed with a subsea template including four horizontal subsea production wells and one injection well tied to the Alvheim production, storage and offloading vessel (FPSO). The production started in 2009. An additional subsea template was installed subsequently.",4380167,14.12.2023,02.04.2024
658,VOLUND,Status,"The recoverable volume estimates are significantly higher than in the PDO, partly because of additional wells drilled on the field. However, the production from Volund is declining due to increasing water cut.",4380167,13.12.2023,02.04.2024
659,VOLUND,Transport,"The well stream is routed by pipeline to the Alvheim FPSO. The oil is offloaded to shuttle tankers, and the associated gas is transported to the Scottish Area Gas Evacuation (SAGE) pipeline system and further to St Fergus in the UK.",4380167,28.02.2023,02.04.2024
660,VOLVE,Status,"Volve was shut down in 2016, and the facility was removed in 2018.",3420717,09.12.2023,02.04.2024
661,VOLVE,Transport,The oil was exported by tankers and the rich gas was transported to the Sleipner A facility for further export.,3420717,28.02.2023,02.04.2024
662,VOLVE,Reservoir,Volve produced oil from sandstone of Middle Jurassic age in the Hugin Formation. The reservoir is at a depth of 2700-3100 metres. The western part of the structure is heavily faulted and communication across the faults is uncertain.,3420717,09.12.2023,02.04.2024
663,VOLVE,Recovery strategy,The field was produced with water injection for pressure support.,3420717,28.02.2023,02.04.2024
664,VOLVE,Development,"Volve is a field in the central part of the North Sea, five kilometres north of the Sleipner Øst field. The water depth is 80 metres. Volve was discovered in 1993, and the plan for development and operation (PDO) was approved in 2005. The field was developed with a jack-up processing and drilling facility. The vessel ""Navion Saga"" was used for storing stabilised oil. The production started in 2008.",3420717,09.12.2023,02.04.2024
665,YME,Transport,The oil is transported with tankers and the gas is reinjected.,43807,28.02.2023,02.04.2024
666,YME,Recovery strategy,The field is produced by pressure support from partial water injection and water alternating gas (WAG) injection. Some of the wells are equipped with gas lift.,43807,14.12.2023,02.04.2024
667,YME,Development,"Yme is a field in the southeastern part of the Norwegian sector of the North Sea, 130 kilometres northeast of the Ula field. The water depth is 100 metres. The field comprises two separate main structures, Gamma and Beta, which are 12 kilometres apart. Yme was discovered in 1987, and the plan for development and operation (PDO) was approved in 1995. Yme was originally developed with a jack-up drilling and production platform on the Gamma structure and a storage vessel. The Beta structure was developed with a subsea template. The production started in 1996 and ceased in 2001, because operation of the field was no longer regarded as profitable. A PDO for the redevelopment of Yme was approved in 2007. The development concept was a new mobile offshore production unit (MOPU). Due to structural deficiencies and the vast amount of outstanding work to complete the facility, it was decided to remove it from the field in 2013. The removal of the MOPU was completed in 2016. In 2018, an amended PDO for the redevelopment of Yme was approved. The PDO includes a jack-up rig equipped with drilling and production facilities installed on the Gamma structure and a subsea template on the Beta structure, as well as reuse of existing facilities on the field. The production started again in 2021.",43807,14.12.2023,02.04.2024
668,YME,Reservoir,"The reservoir contains oil in two separate main structures, Gamma and Beta. The structures comprise six deposits. The reservoirs are in sandstone of Middle Jurassic age in the Sandnes Formation, at a depth of 3150 metres. They are heterogeneous and have variable properties.",43807,14.12.2023,02.04.2024
669,YME,Status,"The first WAG injection cycle was performed in mid-2023. The production was lower in 2023 than expected, due to delays in drilling and completion activities, lower production efficiency and higher water cut in some wells.",43807,14.12.2023,02.04.2024
670,YTTERGRYTA,Reservoir,Yttergryta produced gas from sandstone of Middle Jurassic age in the Fangst Group. The reservoir is at a depth of 2400-2500 metres.,4973114,09.12.2023,02.04.2024
